accessionVersion	lineage	sampleCollectionDate	geoLocCountry	geoLocAdmin1	authors	authorAffiliations	hostNameScientific	length	earliestReleaseDate	submissionId	groupName	dataUseTerms	dataUseTermsUrl	biosampleAccession	completeness	geoLocAdmin2	geoLocCity	insdcAccessionFull	insdcRawReadsAccession	isLabHost	specimenCollectorSampleId	totalAmbiguousNucs	totalUnknownNucs	year	metadata_score	lineage_trunc
PP_0026EAL.1	B.D.4.1.1	2023-02-06	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15220	2025-02-04	LC861973.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9999343056103008			LC861973.1			HRSV/B/Japan/22RS044iso/2023	0	0	2023	6.485432178698608	B.D.4
PP_0026EH5.1	B.D.4.1.1	2023-07-18	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15218	2025-02-04	LC861980.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC861980.1			HRSV/B/Japan/22U089iso/2023	0	0	2023	6.485302686953707	B.D.4
PP_0026EFA.1	B.D.4.1.1	2023-07-05	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15218	2025-02-04	LC861978.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC861978.1			HRSV/B/Japan/22U080iso/2023	0	0	2023	6.485302686953707	B.D.4
PP_0026EG8.1	B.D.4.1.1	2023-07-12	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15218	2025-02-04	LC861979.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC861979.1			HRSV/B/Japan/22U085iso/2023	0	0	2023	6.485302686953707	B.D.4
PP_0026ECG.1	B.D.4.1.1	2023-04-10	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15218	2025-02-04	LC861975.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC861975.1			HRSV/B/Japan/22U052iso/2023	0	0	2023	6.485302686953707	B.D.4
PP_0026EEC.1	B.D.4.1.1	2023-06-30	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15218	2025-02-04	LC861977.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC861977.1			HRSV/B/Japan/22U074iso/2023	0	0	2023	6.485302686953707	B.D.4
PP_00269SS.2	B.D.E.1	2023-09-26	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15227	2024-05-17	LC816580.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC816580.1			HRSV/B/Japan/23RS010iso/2023	0	0	2023	6.485885399805762	B.D.E
PP_0026A6Y.2	B.D.E.1	2023-08-16	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15223	2024-05-17	LC816582.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC816582.1			HRSV/B/Japan/23U003iso/2023	0	0	2023	6.485626416315959	B.D.E
PP_0026ADJ.2	B.D.E.1	2023-08-07	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15221	2024-05-17	LC816583.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC816583.1			HRSV/B/Japan/23RS001ori/2023	0	0	2023	6.485496924571058	B.D.E
PP_0026AL3.2	B.D.E.1	2023-08-12	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15221	2024-05-17	LC816584.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC816584.1			HRSV/B/Japan/23RS004ori/2023	0	0	2023	6.485496924571058	B.D.E
PP_00269CM.2	B.D.E.1	2023-07-14	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15221	2024-05-17	LC816578.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC816578.1			HRSV/B/Japan/22U087iso/2023	0	0	2023	6.485496924571058	B.D.E
PP_0026951.2	B.D.E.1	2023-06-28	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15221	2024-05-17	LC816577.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC816577.1			HRSV/B/Japan/22U072iso/2023	0	0	2023	6.485496924571058	B.D.E
PP_00269K6.2	B.D.E.5	2023-09-06	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15219	2024-05-17	LC816579.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC816579.1			HRSV/B/Japan/23RS006iso/2023	0	0	2023	6.485367432826157	B.D.E
PP_0026EDE.1	B.D.E.1	2023-06-19	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15217	2025-02-04	LC861976.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC861976.1			HRSV/B/Japan/22U070iso/2023	0	0	2023	6.485237941081256	B.D.E
PP_0026E6U.1	B.D.E.1	2024-04-08	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15222	2025-02-04	LC861969.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9999343056103008			LC861969.1			HRSV/B/Japan/23RS033iso/2024	0	0	2024	6.485561670443509	B.D.E
PP_0026E7S.1	B.D.E.1	2024-05-07	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15221	2025-02-04	LC861970.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC861970.1			HRSV/B/Japan/23U016iso/2024	0	0	2024	6.485496924571058	B.D.E
PP_0026E8Q.1	B.D.E.1	2024-06-05	Japan		Ichikawa, Y.; Saito, R.	Division of International Health; 1-757 Asahimachi dori, Niigata, Niigata 951-8510	Homo sapiens	15221	2025-02-04	LC861971.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9998029168309026			LC861971.1			HRSV/B/Japan/23U037iso/2024	0	0	2024	6.485496924571058	B.D.E
PP_0024WPF.2	B.D	2010-04-20	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15174	2016-08-15	KX655625.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9211667323610564			KX655625.1			RSVB/Homo sapiens/JOR/B1027/2010	0	1151	2010	7.482453868565879	B.D
PP_0024X0T.2	B.D	2010-03-24	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15172	2016-08-15	KX655655.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX655655.1			RSVB/Homo sapiens/JOR/B1011/2010	0	0	2010	7.482324376820977	B.D
PP_0024X99.2	B.D	2010-03-21	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15171	2016-08-15	KX655684.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX655684.1			RSVB/Homo sapiens/JOR/D3002/2010	0	0	2010	7.482259630948527	B.D
PP_00288EE.2	B.D	2010-04-29	Jordan		Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.	J. Craig Venter Institute	Homo sapiens	15232	2018-12-15	MK109770.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			MK109770.1			RSVB/Homo sapiens/JOR/A0024/2010	0	0	2010	6.4862091291680155	B.D
PP_00288H7.2	B.D	2010-03-21	Jordan		Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.	J. Craig Venter Institute	Homo sapiens	15171	2018-12-15	MK109779.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			MK109779.1			RSVB/Homo sapiens/JOR/D3002/2010	0	0	2010	6.482259630948527	B.D
PP_0024X4K.2	B.D.1	2010-06-27	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15172	2016-08-15	KX655669.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX655669.1			RSVB/Homo sapiens/JOR/C2038/2010	0	0	2010	7.482324376820977	B.D.1
PP_0024XC3.2	B.D.1	2010-03-31	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15112	2016-08-15	KX655690.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX655690.1			RSVB/Homo sapiens/JOR/A0009/2010	0	0	2010	7.47843962447394	B.D.1
PP_0024WV3.2	B.D	2011-01-31	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15232	2016-08-15	KX655646.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KX655646.1			RSVB/Homo sapiens/JOR/B1139/2011	0	0	2011	7.4862091291680155	B.D
PP_0024WZV.2	B.D	2011-02-13	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15212	2016-08-15	KX655654.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KX655654.1			RSVB/Homo sapiens/JOR/D3125/2011	0	0	2011	7.484914211719003	B.D
PP_00288RR.2	B.D	2011-03-10	Jordan		Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.	J. Craig Venter Institute	Homo sapiens	15234	2018-12-15	MK109789.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			MK109789.1			RSVB/Homo sapiens/JOR/C2195/2011	0	0	2011	6.486338620912917	B.D
PP_00288K3.2	B.D	2011-02-27	Jordan		Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.	J. Craig Venter Institute	Homo sapiens	15231	2018-12-15	MK109781.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			MK109781.1			RSVB/Homo sapiens/JOR/D3136/2011	0	0	2011	6.4861443832955645	B.D
PP_002889Q.2	B.D	2011-01-30	Jordan		Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.	J. Craig Venter Institute	Homo sapiens	15213	2018-12-15	MK109765.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			MK109765.1			RSVB/Homo sapiens/JOR/A0107/2011	0	0	2011	6.484978957591453	B.D
PP_00288DG.2	B.D	2011-05-02	Jordan		Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.	J. Craig Venter Institute	Homo sapiens	15172	2018-12-15	MK109769.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			MK109769.1			RSVB/Homo sapiens/JOR/C2237/2011	0	0	2011	6.482324376820977	B.D
PP_0024WQD.2	B.D	2012-12-19	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15234	2016-08-15	KX655629.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KX655629.1			RSVB/Homo sapiens/JOR/D3633/2012	0	0	2012	7.486338620912917	B.D
PP_0024XB5.2	B.D	2012-04-05	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15228	2016-08-15	KX655686.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KX655686.1			RSVB/Homo sapiens/JOR/C2486/2012	0	0	2012	7.485950145678213	B.D
PP_0024WNH.2	B.D	2012-12-30	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15172	2016-08-15	KX655624.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX655624.1			RSVB/Homo sapiens/JOR/B1723/2012	0	0	2012	7.482324376820977	B.D
PP_00288GA.2	B.D	2012-12-20	Jordan		Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.	J. Craig Venter Institute	Homo sapiens	15172	2018-12-15	MK109778.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			MK109778.1			RSVB/Homo sapiens/JOR/A0650/2012	0	0	2012	6.482324376820977	B.D
PP_0024XA7.2	B.D.1.1	2012-04-24	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15172	2016-08-15	KX655685.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX655685.1			RSVB/Homo sapiens/JOR/D3504/2012	0	0	2012	7.482324376820977	B.D.1
PP_0024X3M.2	B.D.4	2012-12-27	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15245	2016-08-15	KX655664.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KX655664.1			RSVB/Homo sapiens/JOR/A0656/2012	0	0	2012	7.487050825509874	B.D.4
PP_00288PV.2	B.D.4	2012-12-12	Jordan		Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.	J. Craig Venter Institute	Homo sapiens	15232	2018-12-15	MK109786.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			MK109786.1			RSVB/Homo sapiens/JOR/C2642/2012	0	0	2012	6.4862091291680155	B.D.4
PP_0024WS9.2	B.D	2013-02-14	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15232	2016-08-15	KX655641.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KX655641.1			RSVB/Homo sapiens/JOR/C2722/2013	0	0	2013	7.4862091291680155	B.D
PP_0024WT7.2	B.D	2013-02-21	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15230	2016-08-15	KX655642.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KX655642.1			RSVB/Homo sapiens/JOR/D3731/2013	0	0	2013	7.486079637423114	B.D
PP_0024WXZ.2	B.D	2013-03-13	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15230	2016-08-15	KX655649.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KX655649.1			RSVB/Homo sapiens/JOR/A0765/2013	0	0	2013	7.486079637423114	B.D
PP_0024XEZ.2	B.D	2013-01-17	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15212	2016-08-15	KX655698.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KX655698.1			RSVB/Homo sapiens/JOR/A0689/2013	0	0	2013	7.484914211719003	B.D
PP_0024WU5.2	B.D	2013-02-20	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15172	2016-08-15	KX655645.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX655645.1			RSVB/Homo sapiens/JOR/C2730/2013	0	0	2013	7.482324376820977	B.D
PP_0024X8B.2	B.D	2013-03-03	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15172	2016-08-15	KX655683.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX655683.1			RSVB/Homo sapiens/JOR/A0751/2013	0	0	2013	7.482324376820977	B.D
PP_0024WRB.2	B.D	2013-02-10	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15172	2016-08-15	KX655633.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX655633.1			RSVB/Homo sapiens/JOR/C2717/2013	0	0	2013	7.482324376820977	B.D
PP_0024XD1.2	B.D	2013-03-27	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15172	2016-08-15	KX655693.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX655693.1			RSVB/Homo sapiens/JOR/D3772/2013	0	0	2013	7.482324376820977	B.D
PP_0024XFX.2	B.D	2013-02-11	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15172	2016-08-15	KX655700.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX655700.1			RSVB/Homo sapiens/JOR/D3717/2013	0	0	2013	7.482324376820977	B.D
PP_0024X2P.2	B.D	2013-03-17	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15171	2016-08-15	KX655661.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			KX655661.1			RSVB/Homo sapiens/JOR/D3759/2013	0	0	2013	7.482259630948527	B.D
PP_0024X6F.2	B.D	2013-02-26	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15152	2016-08-15	KX655674.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9958612534489555			KX655674.1			RSVB/Homo sapiens/JOR/C2739/2013	0	0	2013	7.481029459371965	B.D
PP_0024X1R.2	B.D	2013-01-06	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15145	2016-08-15	KX655660.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9949415319931678			KX655660.1			RSVB/Homo sapiens/JOR/B1725/2013	0	0	2013	7.480576238264811	B.D
PP_00288MZ.2	B.D	2013-01-14	Jordan		Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.	J. Craig Venter Institute	Homo sapiens	15212	2018-12-15	MK109783.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			MK109783.1			RSVB/Homo sapiens/JOR/B1748/2013	0	0	2013	6.484914211719003	B.D
PP_00288AN.2	B.D	2013-03-25	Jordan		Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.	J. Craig Venter Institute	Homo sapiens	15172	2018-12-15	MK109766.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			MK109766.1			RSVB/Homo sapiens/JOR/A0777/2013	0	0	2013	6.482324376820977	B.D
PP_00288QT.2	B.D	2013-02-18	Jordan		Tan, G.; Pickett, B.; Fedorova, N.; Amedeo, P.; Isom, R.; Hu, L.; Christensen, J.; Miller, J.; Novotny, M.; Durbin, A.; Rocchi, I.; Williams, T.; Arumemi, F.; Das, S.	J. Craig Venter Institute	Homo sapiens	15172	2018-12-15	MK109788.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.996715280515044			MK109788.1			RSVB/Homo sapiens/JOR/A0729/2013	0	0	2013	6.482324376820977	B.D
PP_0024X5H.2	B.D.4	2013-01-31	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15232	2016-08-15	KX655671.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KX655671.1			RSVB/Homo sapiens/JOR/A0714/2013	0	0	2013	7.4862091291680155	B.D.4
PP_0024WW1.2	B.D.4	2013-01-15	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15232	2016-08-15	KX655648.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KX655648.1			RSVB/Homo sapiens/JOR/C2678/2013	0	0	2013	7.4862091291680155	B.D.4
PP_0024X7D.2	B.D.4	2013-03-13	Jordan	Amman	Shabman, R.; Das, S. R.; Puri, V.; Fedorova, N.; Amedeo, P.; Williams, M.; Shrivastava, S.; Halasa, N.	J. Craig Venter Institute	Homo sapiens	15228	2016-08-15	KX655681.1	Automated Ingest from INSDC/NCBI Virus by Loculus	OPEN	https://pathoplexus.org/about/terms-of-use/open-data		0.9992773617133097			KX655681.1			RSVB/Homo sapiens/JOR/A0767/2013	0	0	2013	7.485950145678213	B.D.4
